path,prompt_id,occasion,category,archetype,timestamp_utc,word_count,brand_count,feature_count,brands,features
output/occasion_4/prompt_09.json,prompt_09,4,tools_and_diy,decisive_best_pick,2026-07-03T15:36:28.444379+00:00,184,1,8,dewalt dcd771c2,battery life; brand reliability; chuck size; ecosystem compatibility; power; price; variable speed trigger; weight
output/occasion_5/prompt_00.json,prompt_00,5,electronics,budget_constrained_recommendation,2026-07-03T15:36:37.685969+00:00,246,13,10,acer nitro 16; amazon; amd ryzen 7 7735hs; asus tuf gaming a15; asus tuf gaming f15; best buy; intel core i5-13500h; intel i5-13450hx; lenovo loq 15; newegg; nvidia rtx 4060; rtx 3050; ryzen 7 7435hs,build durability; cooling performance; cpu; display size; gaming performance (fps); gpu; price; ram; refresh rate; storage
output/occasion_5/prompt_01.json,prompt_01,5,home_and_garden,superlative_constraint,2026-07-03T15:36:46.745810+00:00,283,6,7,dyson v10; dyson v15; dyson v8; miele triflex hx2; shark detect pro; tineco pure one s11,hepa filtration; noise level; power mode (eco/standard/max/boost); price; storage size; suction power; weight
output/occasion_5/prompt_02.json,prompt_02,5,baby_and_gear,multi_constraint_comparison,2026-07-03T15:36:56.685102+00:00,261,5,8,baby jogger city tour 2; bugaboo bee; chicco corely fastfold; uppababy minu v2; uppababy vista,canopy size; durability; fold size/ease of fold; price; recline; suspension/handling on uneven surfaces; weight; wheel size
output/occasion_5/prompt_03.json,prompt_03,5,gift,persona_based,2026-07-03T15:37:06.668276+00:00,289,4,7,berkley gulp! alive!; deeper start; fishbrain; rapala,bait scent; blade quality; portability; price; water depth detection; water temperature detection; waterproofing
output/occasion_5/prompt_04.json,prompt_04,5,sports_and_outdoor,deal_and_discount,2026-07-03T15:37:17.919339+00:00,297,15,6,adidas; amazon; asics gel-excite 10; brooks ghost 14; brooks ghost 15; dsw; id.me; new balance; nike outlet; nike pegasus; road runner sports; running warehouse; student beans; under armour; unidays,clearance/outlet availability; cushioning; durability; mileage/lifespan; price; student discount
output/occasion_5/prompt_05.json,prompt_05,5,beauty,affordable_recommendation,2026-07-03T15:37:26.110911+00:00,234,4,11,aveeno calm + restore oat gel moisturizer; cerave moisturizing cream; cetaphil rich hydrating cream; vanicream moisturizing cream,24-hour hydration release; ceramides; colloidal oatmeal; fragrance-free; free of dyes/lanolin/formaldehyde; hyaluronic acid; non-comedogenic; price; redness/irritation relief; size/volume; texture
output/occasion_5/prompt_06.json,prompt_06,5,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:37:36.376779+00:00,287,4,8,ninja foodi power blender & processor; ninja professional plus blender with auto-iq (bn701); vitamix 5200; vitamix e310 explorian,durability; food processing; hot blending; ice crushing; motor power; pitcher size; price; smoothie texture
output/occasion_5/prompt_07.json,prompt_07,5,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:37:51.736686+00:00,304,5,8,cannondale caad optimo 3; giant contend 3; shimano claris; shimano sora; trek domane al 2,brakes (disc vs rim); dealer availability/warranty; drivetrain/groupset; fit/sizing; frame material; geometry/comfort; price; wet-weather stopping power
output/occasion_5/prompt_08.json,prompt_08,5,electronics,flagship_comparison,2026-07-03T15:38:01.576015+00:00,315,2,11,iphone 15 pro max; samsung galaxy s24 ultra,battery life; camera quality; charging speed; ecosystem compatibility; low-light performance; manual camera controls; photo color accuracy; price; s pen; video quality; zoom range
output/occasion_5/prompt_09.json,prompt_09,5,tools_and_diy,decisive_best_pick,2026-07-03T15:38:11.108557+00:00,240,2,7,dewalt dcd771c2; dewalt dcd791d2,battery life; brand compatibility; power; price; two-speed gearbox; warranty; weight
output/occasion_6/prompt_00.json,prompt_00,6,electronics,budget_constrained_recommendation,2026-07-03T15:38:20.514978+00:00,252,9,11,acer nitro 16; amd ryzen 7 7735hs; asus tuf gaming a15; asus tuf gaming a16; intel core i5-12450h; intel core i5-13500h; lenovo loq 15; nvidia rtx 4050; nvidia rtx 4060,build quality; cooling system; cpu; gaming performance; gpu; price; ram; refresh rate; screen resolution; screen size; storage
output/occasion_6/prompt_01.json,prompt_01,6,home_and_garden,superlative_constraint,2026-07-03T15:38:29.427295+00:00,255,5,10,dyson v11; dyson v15; lg cordzero a9; miele triflex hx2; tineco pure one s11,adjustable power modes; battery life; brush head type; charging/storage dock; display; filtration; noise level; price; suction power; weight
output/occasion_6/prompt_02.json,prompt_02,6,baby_and_gear,multi_constraint_comparison,2026-07-03T15:38:39.655502+00:00,270,3,11,ergobaby metro+ compact city stroller; gb pockit+ all-terrain; summer infant 3dpac cs+,canopy coverage; car seat compatibility; durability; fold; one-hand steering; price; recline; storage basket capacity; toddler weight capacity; weight; wheels/terrain handling
output/occasion_6/prompt_03.json,prompt_03,6,gift,persona_based,2026-07-03T15:38:49.353327+00:00,271,6,7,bass pro shops; berkley gulp!; cabela's; deeper start smart fish finder; plano guide series; rapala,durability; fish location tracking; gift card value; organization/storage; price; scent; water depth detection
output/occasion_6/prompt_04.json,prompt_04,6,sports_and_outdoor,deal_and_discount,2026-07-03T15:39:00.788646+00:00,316,14,8,asics gel-excite 10; asics gel-excite 9; asics gel-nimbus 25; brooks ghost 15; brooks ghost 16; dick's sporting goods; honey; new balance; nike revolution 6; rakuten; road runner sports; running warehouse; student beans; unidays,cashback; clearance pricing; colorway; cushioning; free returns; price; sizing; student discount
output/occasion_6/prompt_05.json,prompt_05,6,beauty,affordable_recommendation,2026-07-03T15:39:09.341243+00:00,224,5,14,aveeno calm + restore oat gel moisturizer; cerave moisturizing cream; cetaphil daily hydrating lotion; la roche-posay toleriane double repair face moisturizer; vanicream moisturizing cream,24-hour hydration; absorption; ceramides; colloidal oatmeal; dermatologist developed; fragrance-free; glycerin; hyaluronic acid; minimal ingredient list; niacinamide; non-comedogenic; price; texture; thermal spring water
output/occasion_6/prompt_06.json,prompt_06,6,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:39:17.608179+00:00,244,2,10,ninja professional plus blender with auto-iq (bn751); vitamix e310 explorian,dishwasher-safe parts; longevity; motor power; pitcher capacity; presets; price; resale value; smoothness; variable speed control; warranty
output/occasion_6/prompt_07.json,prompt_07,6,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:39:26.805225+00:00,264,7,10,cannondale caad optimo 2; giant contend 3; shimano claris; shimano sora; shimano tourney; state bicycle co. 4130 road/all-road; trek domane al 2,availability; comfort; drivetrain/groupset; durability; fork material; frame material; geometry; handling; price; sizing/fit
output/occasion_6/prompt_08.json,prompt_08,6,electronics,flagship_comparison,2026-07-03T15:39:39.227663+00:00,367,2,15,iphone 16 pro max; samsung galaxy s24 ultra,audio mix; battery life; camera quality; charging speed; dynamic range; ecosystem integration; low-light performance; photo color accuracy; prores and log recording; s pen; screen-on time; skin tone rendering; stabilization; video quality; zoom
output/occasion_6/prompt_09.json,prompt_09,6,tools_and_diy,decisive_best_pick,2026-07-03T15:39:47.833595+00:00,222,2,8,black+decker ldx120c; dewalt dcd771c2,battery ecosystem compatibility; battery life; chuck size; durability; parts availability; power; price; weight
output/occasion_7/prompt_00.json,prompt_00,7,electronics,budget_constrained_recommendation,2026-07-03T15:39:56.782501+00:00,238,6,10,acer nitro v 15; amazon; asus tuf gaming a15 (fa507); best buy; costco; lenovo loq 15,battery life; build durability; cpu; display size; gpu; price; ram; refresh rate; storage; thermal design
output/occasion_7/prompt_01.json,prompt_01,7,home_and_garden,superlative_constraint,2026-07-03T15:40:05.549023+00:00,249,5,8,dyson v11; dyson v15; lg cordzero a9 kompressor; miele triflex hx2; tineco pure one s15,battery life; dust detection; floor surface compatibility; noise level; price; quiet mode; self-standing design; suction power
output/occasion_7/prompt_02.json,prompt_02,7,baby_and_gear,multi_constraint_comparison,2026-07-03T15:40:15.686619+00:00,265,2,12,baby jogger city tour 2; uppababy minu v2,canopy/sun protection; car seat compatibility; fold size/mechanism; footrest; maneuverability; price; recline; storage basket size; suspension; tire durability; weight; weight capacity
output/occasion_7/prompt_03.json,prompt_03,7,gift,persona_based,2026-07-03T15:40:26.888785+00:00,279,6,8,boomerang tool co. snip; deeper start smart fish finder; plano guide series 3700; pline fluorocarbon fishing line; rapala fish scale/ruler combo; rapala precision series,knot-tying; line quality; lure freshness; portability; price; smartphone connectivity; tackle organization; wifi
output/occasion_7/prompt_04.json,prompt_04,7,sports_and_outdoor,deal_and_discount,2026-07-03T15:40:37.135413+00:00,281,15,8,adidas; asics gel-excite 9; asics outlet; brooks ghost 15/16; dick's sporting goods; dsw; kohl's; new balance; nike outlet; nike revolution 6; rakuten; running warehouse; student beans; under armour; unidays,cashback; cushioning; discount stacking; durability; outlet sale; price; student discount; timing of sales
output/occasion_7/prompt_05.json,prompt_05,7,beauty,affordable_recommendation,2026-07-03T15:40:44.678000+00:00,244,4,16,cerave moisturizing cream; cetaphil moisturizing cream; la roche-posay toleriane double repair face moisturizer; vanicream moisturizing cream,availability; ceramides; dermatologist developed; dye-free; fragrance-free; glycerin; hyaluronic acid; ingredient list; lanolin-free; mve technology; niacinamide; non-comedogenic; paraben-free; price; shea butter; texture/feel
output/occasion_7/prompt_06.json,prompt_06,7,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:40:55.460868+00:00,282,4,12,ninja foodi smoothie bowl maker; ninja professional plus (bn701); nutribullet; vitamix e310 explorian,capacity for hot soups/nut butters/hard vegetables; dishwasher-safe pitcher; durability; footprint/size; motor power; noise level; presets; price; resale value; self-cleaning; texture quality; variable speed control
output/occasion_7/prompt_07.json,prompt_07,7,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:41:05.363580+00:00,260,7,9,cannondale caad optimo; giant contend 3; shimano claris; shimano sora; shimano tourney; specialized allez; trek domane al 2,fit; fork; frame material; geometry; groupset; price; resale value; tire width; weight
output/occasion_7/prompt_08.json,prompt_08,7,electronics,flagship_comparison,2026-07-03T15:41:18.148478+00:00,386,3,12,iphone 16 pro; iphone 16 pro max; samsung galaxy s24 ultra,battery life; camera quality; charging speed; color accuracy; ecosystem; night photography; price; s pen stylus; screen size; software support; video recording; zoom
output/occasion_7/prompt_09.json,prompt_09,7,tools_and_diy,decisive_best_pick,2026-07-03T15:41:25.186242+00:00,199,4,7,amazon; dewalt dcd777c2 20v max; home depot; lowe's,battery life; brand ecosystem; compact/lightweight; power; price; reliability; torque
output/occasion_8/prompt_00.json,prompt_00,8,electronics,budget_constrained_recommendation,2026-07-03T15:41:34.827244+00:00,258,11,13,acer nitro 16; acer nitro 5; amazon; amd ryzen 7 7735hs; asus tuf gaming a15; best buy; dlss 3; intel core i5-13420h; newegg; nvidia rtx 4060; rtx 4050,build durability; cpu; display size; dlss support; frame rates; gpu; price; ram; refresh rate; refurbished discounts; storage; vram; warranty
output/occasion_8/prompt_01.json,prompt_01,8,home_and_garden,superlative_constraint,2026-07-03T15:41:44.151302+00:00,251,5,6,dyson v11; dyson v15; lg cordzero a9; miele triflex hx2; tineco pure one s11,auto-sensing suction; noise level; price; runtime; suction power; weight
output/occasion_8/prompt_02.json,prompt_02,8,baby_and_gear,multi_constraint_comparison,2026-07-03T15:41:56.665621+00:00,127,2,9,baby jogger city tour 2; ergobaby metro+ compact city stroller,canopy; fold; handlebar adjustability; price; recline; storage basket; suspension; weight; wheel size
output/occasion_8/prompt_03.json,prompt_03,8,gift,persona_based,2026-07-03T15:42:06.273986+00:00,262,6,8,berkley; deeper start; plano; powerpro; rapala; yeti rambler,bluetooth connectivity; capacity; castability; design/humor; durability; hookup rate; portability; price
output/occasion_8/prompt_04.json,prompt_04,8,sports_and_outdoor,deal_and_discount,2026-07-03T15:42:17.034012+00:00,301,19,7,adidas; asics; asics gel-excite; asics nimbus; brooks ghost; brooks ghost 15; brooks ghost 16; dick's sporting goods; id.me; new balance; new balance fresh foam arishi; nike; puma; road runner sports; running warehouse; sheerid; student beans; under armour; unidays,cushioning; discount stacking; email signup discount; outlet pricing; price; seasonal clearance; student discount
output/occasion_8/prompt_05.json,prompt_05,8,beauty,affordable_recommendation,2026-07-03T15:42:24.912590+00:00,255,4,14,aveeno daily moisturizing lotion; cerave facial moisturizing lotion pm; cerave moisturizing cream; vanicream moisturizing cream,ceramides; colloidal oatmeal; dye-free; fragrance-free; hyaluronic acid; ingredient list simplicity; lanolin-free; niacinamide; non-comedogenic; paraben-free; price; suitability for dry skin; suitability for sensitive skin; texture
output/occasion_8/prompt_06.json,prompt_06,8,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:42:35.673214+00:00,251,2,9,ninja professional plus blender with auto-iq (bn701); vitamix e310 explorian,"durability; motor power; pitcher size; preset programs; price; texture smoothness; variable speed control; versatility (soups, nut butters, hot blending); warranty"
output/occasion_8/prompt_07.json,prompt_07,8,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:42:45.330179+00:00,297,4,8,giant contend 3; shimano claris; specialized allez; trek domane al 2,brakes; fit/sizing; frame material; geometry; groupset; handling; price; resale value
output/occasion_8/prompt_08.json,prompt_08,8,electronics,flagship_comparison,2026-07-03T15:42:55.026946+00:00,304,2,12,iphone 15 pro max; samsung galaxy s24 ultra,battery life; camera quality; charging speed; color accuracy; daylight detail; display; ecosystem; low-light performance; s pen; skin tones; video quality; zoom flexibility
output/occasion_8/prompt_09.json,prompt_09,8,tools_and_diy,decisive_best_pick,2026-07-03T15:43:03.328952+00:00,210,3,9,craftsman v20; dewalt dcd701f2; dewalt dcd771c2,battery compatibility; battery life; brand reliability; compact & lightweight design; included accessories; power; price; speed settings; warranty support
output/occasion_9/prompt_00.json,prompt_00,9,electronics,budget_constrained_recommendation,2026-07-03T15:43:12.930522+00:00,267,10,10,acer nitro v 15; amazon; amd ryzen 7 7735hs; asus tuf gaming a15; asus tuf gaming a16; best buy; lenovo loq 15; newegg; nvidia rtx 4050; nvidia rtx 4060,build durability; cpu; customer support; driver updates; gpu; price; ram; refresh rate; screen size; storage
output/occasion_9/prompt_01.json,prompt_01,9,home_and_garden,superlative_constraint,2026-07-03T15:43:21.218147+00:00,254,3,9,dyson v15 detect absolute; lg cordzero a9 kompressor; tineco pure one s15 pro,auto-empty; auto-sensing suction; battery life; build quality; laser dust detection; led display; noise level; price; suction power
output/occasion_9/prompt_02.json,prompt_02,9,baby_and_gear,multi_constraint_comparison,2026-07-03T15:43:31.176642+00:00,257,4,12,baby jogger city mini gt2; baby jogger city sights; chicco bravo quick-fold; uppababy minu v2,canopy/uv protection; fold mechanism; front wheel lock/swivel; parent console; price; recline; standing fold; storage; suspension; weight; weight capacity; wheel size
output/occasion_9/prompt_03.json,prompt_03,9,gift,persona_based,2026-07-03T15:43:41.608317+00:00,269,7,10,deeper chirp+ smart sonar; gerber; humminbird helix 5; mystery tackle box; plano; rapala lithium ion fillet knife; yeti rambler tumbler,battery type; capacity; durability; fish-finding capability; phone app sync; portability; price; tackle selection; temperature measurement; water depth measurement
output/occasion_9/prompt_04.json,prompt_04,9,sports_and_outdoor,deal_and_discount,2026-07-03T15:43:51.589707+00:00,260,18,7,adidas; adidas outlet; asics gel-contend 8; brooks ghost 15; dick's sporting goods; dsw; famous footwear; ghost 14; id.me; new balance; nike; nike outlet; nike revolution 6; road runner sports; running warehouse; scorecard; student beans; unidays,clearance deals; cushioning; fit; mileage capacity; price; student discount; support
output/occasion_9/prompt_05.json,prompt_05,9,beauty,affordable_recommendation,2026-07-03T15:43:58.758670+00:00,236,4,14,cerave moisturizing cream; cetaphil moisturizing cream; la roche-posay toleriane double repair face moisturizer; vanicream moisturizing cream,availability; ceramides; dye-free; formaldehyde-free; fragrance-free; hyaluronic acid; lanolin-free; niacinamide; non-comedogenic; occlusiveness; price; suitability for sensitive/eczema-prone skin; texture; vitamin e
output/occasion_9/prompt_06.json,prompt_06,9,kitchen_and_appliances,head_to_head_comparison,2026-07-03T15:44:07.838195+00:00,284,2,11,ninja professional plus blender (bn751); vitamix e310 explorian,"counter footprint; included accessories (to-go cups); motor longevity; noise level; pre-programmed settings; price; resale value; texture smoothness; versatility (soups, nut butters, flour milling); warranty; wattage"
output/occasion_9/prompt_07.json,prompt_07,9,sports_and_outdoor,beginner_budget_recommendation,2026-07-03T15:44:16.759676+00:00,248,6,9,cannondale caad optimo 3; giant contend 3; shimano claris; shimano tourney; specialized allez; trek domane al 2,dealer/shop support; disc brakes; fit; frame material; geometry; groupset; price; tire clearance; weight
output/occasion_9/prompt_08.json,prompt_08,9,electronics,flagship_comparison,2026-07-03T15:44:27.198154+00:00,338,2,12,iphone 16 pro max; samsung galaxy s24 ultra,battery life; camera quality; charging speed; color accuracy; customization; ecosystem; low-light performance; manual controls; resale value; skin tone rendering; video recording; zoom
output/occasion_9/prompt_09.json,prompt_09,9,tools_and_diy,decisive_best_pick,2026-07-03T15:44:35.487098+00:00,214,1,7,dewalt dcd771c2,battery life; brand reliability/durability; led work light; power; price; size/weight; speed settings
